Place,Geo,Date,Source,Median Income
"Presque Isle city, Aroostook County,Maine",Town,1990,P080A STF3,$23053
"Princeton town, Washington County,Maine",Town,1990,P080A STF3,$23173
"Prospect town, Waldo County,Maine",Town,1990,P080A STF3,$30469
"Randolph town, Kennebec County,Maine",Town,1990,P080A STF3,$28389
"Rangeley plantation, Franklin County,Maine",Town,1990,P080A STF3,$21250
"Rangeley town, Franklin County,Maine",Town,1990,P080A STF3,$22850
"Raymond town, Cumberland County,Maine",Town,1990,P080A STF3,$40133
"Readfield town, Kennebec County,Maine",Town,1990,P080A STF3,$36536
"Reed plantation, Aroostook County,Maine",Town,1990,P080A STF3,$18333
"Richmond town, Sagadahoc County,Maine",Town,1990,P080A STF3,$27639
"Ripley town, Somerset County,Maine",Town,1990,P080A STF3,$25000
"Robbinston town, Washington County,Maine",Town,1990,P080A STF3,$23906
"Rockland city, Knox County,Maine",Town,1990,P080A STF3,$22006
"Rockport town, Knox County,Maine",Town,1990,P080A STF3,$31361
"Rome town, Kennebec County,Maine",Town,1990,P080A STF3,$31250
"Roque Bluffs town, Washington County,Maine",Town,1990,P080A STF3,$21875
"Roxbury town, Oxford County,Maine",Town,1990,P080A STF3,$25781
"Rumford town, Oxford County,Maine",Town,1990,P080A STF3,$21608
"Sabattus town, Androscoggin County,Maine",Town,1990,P080A STF3,$30039
"Saco city, York County,Maine",Town,1990,P080A STF3,$32655
"Sandy River plantation, Franklin County,Maine",Town,1990,P080A STF3,$35417
"Sanford town, York County,Maine",Town,1990,P080A STF3,$27824
"Sangerville town, Piscataquis County,Maine",Town,1990,P080A STF3,$23565
"Scarborough town, Cumberland County,Maine",Town,1990,P080A STF3,$40718
"Searsmont town, Waldo County,Maine",Town,1990,P080A STF3,$24063
"Searsport town, Waldo County,Maine",Town,1990,P080A STF3,$23255
"Sebago town, Cumberland County,Maine",Town,1990,P080A STF3,$29219
"Sebec town, Piscataquis County,Maine",Town,1990,P080A STF3,$25547
"Seboeis plantation, Penobscot County,Maine",Town,1990,P080A STF3,$13438
"Seboomook Lake unorg., Somerset County,Maine",Town,1990,P080A STF3,$11250
"Sedgwick town, Hancock County,Maine",Town,1990,P080A STF3,$20074
"Shapleigh town, York County,Maine",Town,1990,P080A STF3,$30725
"Sherman town, Aroostook County,Maine",Town,1990,P080A STF3,$22454
"Shirley town, Piscataquis County,Maine",Town,1990,P080A STF3,$23750
"Sidney town, Kennebec County,Maine",Town,1990,P080A STF3,$35123
"Skowhegan town, Somerset County,Maine",Town,1990,P080A STF3,$22165
"Smithfield town, Somerset County,Maine",Town,1990,P080A STF3,$27083
"Smyrna town, Aroostook County,Maine",Town,1990,P080A STF3,$17813
"Solon town, Somerset County,Maine",Town,1990,P080A STF3,$19250
"Somerville town, Lincoln County,Maine",Town,1990,P080A STF3,$30667
"Sorrento town, Hancock County,Maine",Town,1990,P080A STF3,$19792
"South Aroostook unorg., Aroostook County,Maine",Town,1990,P080A STF3,$23036
"South Berwick town, York County,Maine",Town,1990,P080A STF3,$37770
"South Bristol town, Lincoln County,Maine",Town,1990,P080A STF3,$27188
"South Franklin unorg., Franklin County,Maine",Town,1990,P080A STF3,$33750
"South Oxford unorg., Oxford County,Maine",Town,1990,P080A STF3,$33571
"South Portland city, Cumberland County,Maine",Town,1990,P080A STF3,$31877
"South Thomaston town, Knox County,Maine",Town,1990,P080A STF3,$26402
"Southeast Piscataquis unorg., Piscataquis County,Maine",Town,1990,P080A STF3,$25417
"Southport town, Lincoln County,Maine",Town,1990,P080A STF3,$30375
"Southwest Harbor town, Hancock County,Maine",Town,1990,P080A STF3,$25290
"Springfield town, Penobscot County,Maine",Town,1990,P080A STF3,$23295
"Square Lake unorg., Aroostook County,Maine",Town,1990,P080A STF3,$17679
"St. Agatha town, Aroostook County,Maine",Town,1990,P080A STF3,$25735
"St. Albans town, Somerset County,Maine",Town,1990,P080A STF3,$25325
"St. Francis town, Aroostook County,Maine",Town,1990,P080A STF3,$16389
"St. George town, Knox County,Maine",Town,1990,P080A STF3,$24828
"St. John plantation, Aroostook County,Maine",Town,1990,P080A STF3,$22750
"Stacyville town, Penobscot County,Maine",Town,1990,P080A STF3,$20481
"Standish town, Cumberland County,Maine",Town,1990,P080A STF3,$34503
"Starks town, Somerset County,Maine",Town,1990,P080A STF3,$22143
"Stetson town, Penobscot County,Maine",Town,1990,P080A STF3,$22250
"Steuben town, Washington County,Maine",Town,1990,P080A STF3,$16250
"Stockholm town, Aroostook County,Maine",Town,1990,P080A STF3,$27292
"Stockton Springs town, Waldo County,Maine",Town,1990,P080A STF3,$29769
"Stoneham town, Oxford County,Maine",Town,1990,P080A STF3,$21250
"Stonington town, Hancock County,Maine",Town,1990,P080A STF3,$19038
"Stow town, Oxford County,Maine",Town,1990,P080A STF3,$35735
"Strong town, Franklin County,Maine",Town,1990,P080A STF3,$22937
"Sullivan town, Hancock County,Maine",Town,1990,P080A STF3,$20815
"Sumner town, Oxford County,Maine",Town,1990,P080A STF3,$27813
"Surry town, Hancock County,Maine",Town,1990,P080A STF3,$28194
"Swans Island town, Hancock County,Maine",Town,1990,P080A STF3,$17639
"Swanville town, Waldo County,Maine",Town,1990,P080A STF3,$21250
"Sweden town, Oxford County,Maine",Town,1990,P080A STF3,$26875
"Talmadge town, Washington County,Maine",Town,1990,P080A STF3,$7515
"Temple town, Franklin County,Maine",Town,1990,P080A STF3,$30000
"The Forks plantation, Somerset County,Maine",Town,1990,P080A STF3,$17917
"Thomaston town, Knox County,Maine",Town,1990,P080A STF3,$25332
"Thorndike town, Waldo County,Maine",Town,1990,P080A STF3,$19773
"Topsfield town, Washington County,Maine",Town,1990,P080A STF3,$24375
"Topsham town, Sagadahoc County,Maine",Town,1990,P080A STF3,$34287
"Tremont town, Hancock County,Maine",Town,1990,P080A STF3,$26012
"Trenton town, Hancock County,Maine",Town,1990,P080A STF3,$29760
"Troy town, Waldo County,Maine",Town,1990,P080A STF3,$21548
"Turner town, Androscoggin County,Maine",Town,1990,P080A STF3,$29989
"Twombly unorg., Penobscot County,Maine",Town,1990,P080A STF3,$0
"Union town, Knox County,Maine",Town,1990,P080A STF3,$27765
"Unity town, Waldo County,Maine",Town,1990,P080A STF3,$19783
"Unity unorg., Kennebec County,Maine",Town,1990,P080A STF3,$9458
"Upton town, Oxford County,Maine",Town,1990,P080A STF3,$26250
"Van Buren town, Aroostook County,Maine",Town,1990,P080A STF3,$15250
"Vanceboro town, Washington County,Maine",Town,1990,P080A STF3,$18409
"Vassalboro town, Kennebec County,Maine",Town,1990,P080A STF3,$28820
"Veazie town, Penobscot County,Maine",Town,1990,P080A STF3,$29917
"Verona town, Hancock County,Maine",Town,1990,P080A STF3,$30000
"Vienna town, Kennebec County,Maine",Town,1990,P080A STF3,$27604
"Vinalhaven town, Knox County,Maine",Town,1990,P080A STF3,$19706
"Wade town, Aroostook County,Maine",Town,1990,P080A STF3,$23750
"Waite town, Washington County,Maine",Town,1990,P080A STF3,$26250
"Waldo town, Waldo County,Maine",Town,1990,P080A STF3,$19196
"Waldoboro town, Lincoln County,Maine",Town,1990,P080A STF3,$23281
"Wales town, Androscoggin County,Maine",Town,1990,P080A STF3,$30647
"Wallagrass plantation, Aroostook County,Maine",Town,1990,P080A STF3,$21750
"Waltham town, Hancock County,Maine",Town,1990,P080A STF3,$23472
"Warren town, Knox County,Maine",Town,1990,P080A STF3,$22808
"Washburn town, Aroostook County,Maine",Town,1990,P080A STF3,$23922
"Washington town, Knox County,Maine",Town,1990,P080A STF3,$24000
"Waterboro town, York County,Maine",Town,1990,P080A STF3,$31260
"Waterford town, Oxford County,Maine",Town,1990,P080A STF3,$28438
"Waterville city, Kennebec County,Maine",Town,1990,P080A STF3,$22617
"Wayne town, Kennebec County,Maine",Town,1990,P080A STF3,$38000
"Webster plantation, Penobscot County,Maine",Town,1990,P080A STF3,$14688
"Weld town, Franklin County,Maine",Town,1990,P080A STF3,$27000
"Wellington town, Piscataquis County,Maine",Town,1990,P080A STF3,$15469
"Wells town, York County,Maine",Town,1990,P080A STF3,$35035
"Wesley town, Washington County,Maine",Town,1990,P080A STF3,$15500
"West Bath town, Sagadahoc County,Maine",Town,1990,P080A STF3,$38333
"West Central Franklin unorg., Franklin County,Maine",Town,1990,P080A STF3,$0
"West Forks plantation, Somerset County,Maine",Town,1990,P080A STF3,$15625
"West Gardiner town, Kennebec County,Maine",Town,1990,P080A STF3,$34219
"West Paris town, Oxford County,Maine",Town,1990,P080A STF3,$20128
"Westbrook city, Cumberland County,Maine",Town,1990,P080A STF3,$29833
"Westfield town, Aroostook County,Maine",Town,1990,P080A STF3,$20714
"Westmanland town, Aroostook County,Maine",Town,1990,P080A STF3,$13750
"Weston town, Aroostook County,Maine",Town,1990,P080A STF3,$16563
"Westport town, Lincoln County,Maine",Town,1990,P080A STF3,$33500
"Whitefield town, Lincoln County,Maine",Town,1990,P080A STF3,$28272
"Whiting town, Washington County,Maine",Town,1990,P080A STF3,$21731
"Whitney unorg., Penobscot County,Maine",Town,1990,P080A STF3,$0
"Whitneyville town, Washington County,Maine",Town,1990,P080A STF3,$18750
"Willimantic town, Piscataquis County,Maine",Town,1990,P080A STF3,$26932
"Wilton town, Franklin County,Maine",Town,1990,P080A STF3,$27833
"Windham town, Cumberland County,Maine",Town,1990,P080A STF3,$37245
"Windsor town, Kennebec County,Maine",Town,1990,P080A STF3,$29327
"Winn town, Penobscot County,Maine",Town,1990,P080A STF3,$21786
"Winslow town, Kennebec County,Maine",Town,1990,P080A STF3,$30218
"Winter Harbor town, Hancock County,Maine",Town,1990,P080A STF3,$19712
"Winterport town, Waldo County,Maine",Town,1990,P080A STF3,$30852
"Winterville plantation, Aroostook County,Maine",Town,1990,P080A STF3,$19792
"Winthrop town, Kennebec County,Maine",Town,1990,P080A STF3,$35203
"Wiscasset town, Lincoln County,Maine",Town,1990,P080A STF3,$29397
"Woodland town, Aroostook County,Maine",Town,1990,P080A STF3,$24292
"Woodstock town, Oxford County,Maine",Town,1990,P080A STF3,$23580
"Woodville town, Penobscot County,Maine",Town,1990,P080A STF3,$36875
"Woolwich town, Sagadahoc County,Maine",Town,1990,P080A STF3,$35250
"Wyman unorg., Franklin County,Maine",Town,1990,P080A STF3,$32500
"Yarmouth town, Cumberland County,Maine",Town,1990,P080A STF3,$40191
"York town, York County,Maine",Town,1990,P080A STF3,$39088
Maine,State,2000,P53 STF3,$37240
"Androscoggin County,Maine",County,2000,P53 STF3,$35793
"Aroostook County,Maine",County,2000,P53 STF3,$28837
"Cumberland County,Maine",County,2000,P53 STF3,$44048
"Franklin County,Maine",County,2000,P53 STF3,$31459
"Hancock County,Maine",County,2000,P53 STF3,$35811
"Kennebec County,Maine",County,2000,P53 STF3,$36498
"Knox County,Maine",County,2000,P53 STF3,$36774
"Lincoln County,Maine",County,2000,P53 STF3,$38686
"Oxford County,Maine",County,2000,P53 STF3,$33435
"Penobscot County,Maine",County,2000,P53 STF3,$34274
"Piscataquis County,Maine",County,2000,P53 STF3,$28250
"Sagadahoc County,Maine",County,2000,P53 STF3,$41908
"Somerset County,Maine",County,2000,P53 STF3,$30731
"Waldo County,Maine",County,2000,P53 STF3,$33986
"Washington County,Maine",County,2000,P53 STF3,$25869
"York County,Maine",County,2000,P53 STF3,$43630
"Abbot town, Piscataquis County,Maine",Town,2000,P53 STF3,$33229
"Acton town, York County, Maine",Town,2000,P53 STF3,$39036
"Addison town, Washington County,Maine",Town,2000,P53 STF3,$26083
"Albion town, Kennebec County,Maine",Town,2000,P53 STF3,$35357
"Alexander town, Washington County,Maine",Town,2000,P53 STF3,$29306
"Alfred town, York County, Maine",Town,2000,P53 STF3,$40583
"Allagash town, Aroostook County,Maine",Town,2000,P53 STF3,$18125
"Alna town, Lincoln County,Maine",Town,2000,P53 STF3,$43125
"Alton town, Penobscot County,Maine",Town,2000,P53 STF3,$35263
"Amherst town, Hancock County,Maine",Town,2000,P53 STF3,$26042
"Amity town, Aroostook County,Maine",Town,2000,P53 STF3,$26667
"Andover town, Oxford County,Maine",Town,2000,P53 STF3,$36058
"Anson town, Somerset County,Maine",Town,2000,P53 STF3,$26088
"Appleton town, Knox County,Maine",Town,2000,P53 STF3,$36615
"Argyle UT, Penobscot County,Maine",Town,2000,P53 STF3,$35714
"Arrowsic town, Sagadahoc County,Maine",Town,2000,P53 STF3,$53250
"Arundel town, York County, Maine",Town,2000,P53 STF3,$49484
"Ashland town, Aroostook County,Maine",Town,2000,P53 STF3,$33472
"Athens town, Somerset County,Maine",Town,2000,P53 STF3,$24813
"Atkinson town, Piscataquis County,Maine",Town,2000,P53 STF3,$29821
"Auburn city, Androscoggin County,Maine",Town,2000,P53 STF3,$35652
"Augusta city, Kennebec County,Maine",Town,2000,P53 STF3,$29921
"Aurora town, Hancock County,Maine",Town,2000,P53 STF3,$26250
"Avon town, Franklin County,Maine",Town,2000,P53 STF3,$29722
"Baileyville town, Washington County,Maine",Town,2000,P53 STF3,$31658
"Baldwin town, Cumberland County,Maine",Town,2000,P53 STF3,$36500
"Bancroft town, Aroostook County,Maine",Town,2000,P53 STF3,$16250
"Bangor city, Penobscot County,Maine",Town,2000,P53 STF3,$29740
"Bar Harbor town, Hancock County,Maine",Town,2000,P53 STF3,$37481
"Baring plantation, Washington County,Maine",Town,2000,P53 STF3,$30536
"Bath city, Sagadahoc County,Maine",Town,2000,P53 STF3,$36372
"Beals town, Washington County,Maine",Town,2000,P53 STF3,$29375
"Beaver Cove town, Piscataquis County,Maine",Town,2000,P53 STF3,$23500
"Beddington town, Washington County,Maine",Town,2000,P53 STF3,$24375
"Belfast city, Waldo County,Maine",Town,2000,P53 STF3,$32400
"Belgrade town, Kennebec County,Maine",Town,2000,P53 STF3,$39053
"Belmont town, Waldo County,Maine",Town,2000,P53 STF3,$29013
"Benton town, Kennebec County,Maine",Town,2000,P53 STF3,$38613
"Berwick town, York County, Maine",Town,2000,P53 STF3,$44629
"Bethel town, Oxford County,Maine",Town,2000,P53 STF3,$33803
"Biddeford city, York County, Maine",Town,2000,P53 STF3,$34976
"Bingham town, Somerset County,Maine",Town,2000,P53 STF3,$28200
"Blaine town, Aroostook County,Maine",Town,2000,P53 STF3,$28693
"Blanchard UT, Piscataquis County,Maine",Town,2000,P53 STF3,$13250
"Blue Hill town, Hancock County,Maine",Town,2000,P53 STF3,$31484
"Boothbay Harbor town, Lincoln County,Maine",Town,2000,P53 STF3,$35000
"Boothbay town, Lincoln County,Maine",Town,2000,P53 STF3,$41406
"Bowdoin town, Sagadahoc County,Maine",Town,2000,P53 STF3,$42688
"Bowdoinham town, Sagadahoc County,Maine",Town,2000,P53 STF3,$44779
"Bowerbank town, Piscataquis County,Maine",Town,2000,P53 STF3,$27917
"Bradford town, Penobscot County,Maine",Town,2000,P53 STF3,$35216
"Bradley town, Penobscot County,Maine",Town,2000,P53 STF3,$37163
"Bremen town, Lincoln County,Maine",Town,2000,P53 STF3,$36167
"Brewer city, Penobscot County,Maine",Town,2000,P53 STF3,$36949
"Bridgewater town, Aroostook County,Maine",Town,2000,P53 STF3,$27679
"Bridgton town, Cumberland County,Maine",Town,2000,P53 STF3,$36722
"Brighton plantation, Somerset County,Maine",Town,2000,P53 STF3,$27083
"Bristol town, Lincoln County,Maine",Town,2000,P53 STF3,$38400
"Brooklin town, Hancock County,Maine",Town,2000,P53 STF3,$36786
"Brooks town, Waldo County,Maine",Town,2000,P53 STF3,$30104
"Brooksville town, Hancock County,Maine",Town,2000,P53 STF3,$36458
"Brownfield town, Oxford County,Maine",Town,2000,P53 STF3,$33304
"Brownville town, Piscataquis County,Maine",Town,2000,P53 STF3,$28167
"Brunswick town, Cumberland County,Maine",Town,2000,P53 STF3,$40402
"Buckfield town, Oxford County,Maine",Town,2000,P53 STF3,$36821
"Bucksport town, Hancock County,Maine",Town,2000,P53 STF3,$34812
"Burlington town, Penobscot County,Maine",Town,2000,P53 STF3,$28438
"Burnham town, Waldo County,Maine",Town,2000,P53 STF3,$31071
"Buxton town, York County, Maine",Town,2000,P53 STF3,$48958
"Byron town, Oxford County,Maine",Town,2000,P53 STF3,$34375
"Calais city, Washington County,Maine",Town,2000,P53 STF3,$24623
"Cambridge town, Somerset County,Maine",Town,2000,P53 STF3,$28516
"Camden town, Knox County,Maine",Town,2000,P53 STF3,$39877
"Canaan town, Somerset County,Maine",Town,2000,P53 STF3,$29397
"Canton town, Oxford County,Maine",Town,2000,P53 STF3,$32625
"Cape Elizabeth town, Cumberland County,Maine",Town,2000,P53 STF3,$72359
"Caratunk town, Somerset County,Maine",Town,2000,P53 STF3,$36591
"Caribou city, Aroostook County,Maine",Town,2000,P53 STF3,$29485
"Carmel town, Penobscot County,Maine",Town,2000,P53 STF3,$37645
"Carrabassett Valley town, Franklin County,Maine",Town,2000,P53 STF3,$45357
"Carroll plantation, Penobscot County,Maine",Town,2000,P53 STF3,$21786
"Carthage town, Franklin County,Maine",Town,2000,P53 STF3,$29773
"Cary plantation, Aroostook County,Maine",Town,2000,P53 STF3,$29500
"Casco town, Cumberland County,Maine",Town,2000,P53 STF3,$41629
"Castine town, Hancock County,Maine",Town,2000,P53 STF3,$46250
"Castle Hill town, Aroostook County,Maine",Town,2000,P53 STF3,$31071
"Caswell town, Aroostook County,Maine",Town,2000,P53 STF3,$20625
"Centerville town, Washington County,Maine",Town,2000,P53 STF3,$26458
"Central Aroostook UT, Aroostook County,Maine",Town,2000,P53 STF3,$20313
"Central Hancock UT, Hancock County,Maine",Town,2000,P53 STF3,$25750
"Central Somerset UT, Somerset County,Maine",Town,2000,P53 STF3,$26250
"Chapman town, Aroostook County,Maine",Town,2000,P53 STF3,$37500
"Charleston town, Penobscot County,Maine",Town,2000,P53 STF3,$36053
"Charlotte town, Washington County,Maine",Town,2000,P53 STF3,$30391
"Chelsea town, Kennebec County,Maine",Town,2000,P53 STF3,$40905
"Cherryfield town, Washington County,Maine",Town,2000,P53 STF3,$21486
"Chester town, Penobscot County,Maine",Town,2000,P53 STF3,$36250
"Chesterville town, Franklin County,Maine",Town,2000,P53 STF3,$31563
"China town, Kennebec County,Maine",Town,2000,P53 STF3,$41250
"Clifton town, Penobscot County,Maine",Town,2000,P53 STF3,$36333
"Clinton town, Kennebec County,Maine",Town,2000,P53 STF3,$32419
"Codyville plantation, Washington County,Maine",Town,2000,P53 STF3,$68750
"Columbia Falls town, Washington County,Maine",Town,2000,P53 STF3,$28864
"Columbia town, Washington County,Maine",Town,2000,P53 STF3,$28125
"Connor UT, Aroostook County,Maine",Town,2000,P53 STF3,$25417
"Cooper town, Washington County,Maine",Town,2000,P53 STF3,$33125
"Coplin plantation, Franklin County,Maine",Town,2000,P53 STF3,$27500
"Corinna town, Penobscot County,Maine",Town,2000,P53 STF3,$32115
"Corinth town, Penobscot County,Maine",Town,2000,P53 STF3,$37318
"Cornish town, York County, Maine",Town,2000,P53 STF3,$38125
"Cornville town, Somerset County,Maine",Town,2000,P53 STF3,$38015
"Cranberry Isles town, Hancock County,Maine",Town,2000,P53 STF3,$39063
"Crawford town, Washington County,Maine",Town,2000,P53 STF3,$43125
"Criehaven UT, Knox County,Maine",Town,2000,P53 STF3,$0
"Crystal town, Aroostook County,Maine",Town,2000,P53 STF3,$28472
"Cumberland town, Cumberland County,Maine",Town,2000,P53 STF3,$67556
"Cushing town, Knox County,Maine",Town,2000,P53 STF3,$40598
"Cutler town, Washington County,Maine",Town,2000,P53 STF3,$30625
"Cyr plantation, Aroostook County,Maine",Town,2000,P53 STF3,$32500
"Dallas plantation, Franklin County,Maine",Town,2000,P53 STF3,$36875
"Damariscotta town, Lincoln County,Maine",Town,2000,P53 STF3,$36188
"Danforth town, Washington County,Maine",Town,2000,P53 STF3,$20769
"Dayton town, York County, Maine",Town,2000,P53 STF3,$53056
"Deblois town, Washington County,Maine",Town,2000,P53 STF3,$18750
"Dedham town, Hancock County,Maine",Town,2000,P53 STF3,$47917
"Deer Isle town, Hancock County,Maine",Town,2000,P53 STF3,$32826
"Denmark town, Oxford County,Maine",Town,2000,P53 STF3,$40000
"Dennistown plantation, Somerset County,Maine",Town,2000,P53 STF3,$85889
"Dennysville town, Washington County,Maine",Town,2000,P53 STF3,$20000
"Detroit town, Somerset County,Maine",Town,2000,P53 STF3,$29938
"Dexter town, Penobscot County,Maine",Town,2000,P53 STF3,$26000
"Dixfield town, Oxford County,Maine",Town,2000,P53 STF3,$36563
"Dixmont town, Penobscot County,Maine",Town,2000,P53 STF3,$33654
"Dover-Foxcroft town, Piscataquis County,Maine",Town,2000,P53 STF3,$30164
"Dresden town, Lincoln County,Maine",Town,2000,P53 STF3,$41719
"Drew plantation, Penobscot County,Maine",Town,2000,P53 STF3,$26667
"Durham town, Androscoggin County,Maine",Town,2000,P53 STF3,$53846
"Dyer Brook town, Aroostook County,Maine",Town,2000,P53 STF3,$46429
"Eagle Lake town, Aroostook County,Maine",Town,2000,P53 STF3,$22159
"East Central Franklin UT, Franklin County,Maine",Town,2000,P53 STF3,$33529
"East Central Penobscot UT, Penobscot County,Maine",Town,2000,P53 STF3,$39375
"East Central Washington UT, Washington County,Maine",Town,2000,P53 STF3,$25125
"East Hancock UT, Hancock County,Maine",Town,2000,P53 STF3,$31875
"East Machias town, Washington County,Maine",Town,2000,P53 STF3,$28073
"East Millinocket town, Penobscot County,Maine",Town,2000,P53 STF3,$33542
"Eastbrook town, Hancock County,Maine",Town,2000,P53 STF3,$31667
"Easton town, Aroostook County,Maine",Town,2000,P53 STF3,$29922
"Eastport city, Washington County,Maine",Town,2000,P53 STF3,$23488
"Eddington town, Penobscot County,Maine",Town,2000,P53 STF3,$40250
"Edgecomb town, Lincoln County,Maine",Town,2000,P53 STF3,$43833
"Edinburg town, Penobscot County,Maine",Town,2000,P53 STF3,$52083
"Eliot town, York County, Maine",Town,2000,P53 STF3,$52606
"Ellsworth city, Hancock County,Maine",Town,2000,P53 STF3,$35938
"Embden town, Somerset County,Maine",Town,2000,P53 STF3,$31397
"Enfield town, Penobscot County,Maine",Town,2000,P53 STF3,$36458
"Etna town, Penobscot County,Maine",Town,2000,P53 STF3,$33681
"Eustis town, Franklin County,Maine",Town,2000,P53 STF3,$28000
"Exeter town, Penobscot County,Maine",Town,2000,P53 STF3,$33929
"Fairfield town, Somerset County,Maine",Town,2000,P53 STF3,$36462
"Falmouth town, Cumberland County,Maine",Town,2000,P53 STF3,$66855
"Farmingdale town, Kennebec County,Maine",Town,2000,P53 STF3,$37236
"Farmington town, Franklin County,Maine",Town,2000,P53 STF3,$26814
"Fayette town, Kennebec County,Maine",Town,2000,P53 STF3,$40000
"Fort Fairfield town, Aroostook County,Maine",Town,2000,P53 STF3,$28563
"Fort Kent town, Aroostook County,Maine",Town,2000,P53 STF3,$29547
"Frankfort town, Waldo County,Maine",Town,2000,P53 STF3,$33333
"Franklin town, Hancock County,Maine",Town,2000,P53 STF3,$32070
"Freedom town, Waldo County,Maine",Town,2000,P53 STF3,$33125
"Freeport town, Cumberland County,Maine",Town,2000,P53 STF3,$52023
"Frenchboro town, Hancock County,Maine",Town,2000,P53 STF3,$38125
"Frenchville town, Aroostook County,Maine",Town,2000,P53 STF3,$33214
"Friendship town, Knox County,Maine",Town,2000,P53 STF3,$39348
"Frye Island town, Cumberland County,Maine",Town,2000,P53 STF3,$0
"Fryeburg town, Oxford County,Maine",Town,2000,P53 STF3,$34333
"Gardiner city, Kennebec County,Maine",Town,2000,P53 STF3,$35103
"Garfield plantation, Aroostook County,Maine",Town,2000,P53 STF3,$31250
"Garland town, Penobscot County,Maine",Town,2000,P53 STF3,$27500
"Georgetown town, Sagadahoc County,Maine",Town,2000,P53 STF3,$47813
"Gilead town, Oxford County,Maine",Town,2000,P53 STF3,$25000
"Glenburn town, Penobscot County,Maine",Town,2000,P53 STF3,$41885
"Glenwood plantation, Aroostook County,Maine",Town,2000,P53 STF3,$0
"Gorham town, Cumberland County,Maine",Town,2000,P53 STF3,$50316
"Gouldsboro town, Hancock County,Maine",Town,2000,P53 STF3,$36542
"Grand Isle town, Aroostook County,Maine",Town,2000,P53 STF3,$28125
"Grand Lake Stream plantation, Washington County,Maine",Town,2000,P53 STF3,$28750
"Gray town, Cumberland County,Maine",Town,2000,P53 STF3,$50107
"Great Pond town, Hancock County,Maine",Town,2000,P53 STF3,$32083
"Greenbush town, Penobscot County,Maine",Town,2000,P53 STF3,$31736
"Greene town, Androscoggin County,Maine",Town,2000,P53 STF3,$48017
"Greenville town, Piscataquis County,Maine",Town,2000,P53 STF3,$30365
"Greenwood town, Oxford County,Maine",Town,2000,P53 STF3,$38750
"Guilford town, Piscataquis County,Maine",Town,2000,P53 STF3,$27500
"Hallowell city, Kennebec County,Maine",Town,2000,P53 STF3,$36058
"Hamlin town, Aroostook County,Maine",Town,2000,P53 STF3,$32625
"Hammond town, Aroostook County,Maine",Town,2000,P53 STF3,$31000
"Hampden town, Penobscot County,Maine",Town,2000,P53 STF3,$53377
"Hancock town, Hancock County,Maine",Town,2000,P53 STF3,$32778
"Hanover town, Oxford County,Maine",Town,2000,P53 STF3,$35000
"Harmony town, Somerset County,Maine",Town,2000,P53 STF3,$23843
"Harpswell town, Cumberland County,Maine",Town,2000,P53 STF3,$40611
"Harrington town, Washington County,Maine",Town,2000,P53 STF3,$26579
"Harrison town, Cumberland County,Maine",Town,2000,P53 STF3,$35478
"Hartford town, Oxford County,Maine",Town,2000,P53 STF3,$36488
"Hartland town, Somerset County,Maine",Town,2000,P53 STF3,$29573
"Haynesville town, Aroostook County,Maine",Town,2000,P53 STF3,$23542
"Hebron town, Oxford County,Maine",Town,2000,P53 STF3,$45417
"Hermon town, Penobscot County,Maine",Town,2000,P53 STF3,$47206
"Hersey town, Aroostook County,Maine",Town,2000,P53 STF3,$22500
"Hibberts gore, Lincoln County,Maine",Town,2000,P53 STF3,$6250
"Highland plantation, Somerset County,Maine",Town,2000,P53 STF3,$27917
"Hiram town, Oxford County,Maine",Town,2000,P53 STF3,$34167
"Hodgdon town, Aroostook County,Maine",Town,2000,P53 STF3,$30188
"Holden town, Penobscot County,Maine",Town,2000,P53 STF3,$51394
"Hollis town, York County, Maine",Town,2000,P53 STF3,$48846
"Hope town, Knox County,Maine",Town,2000,P53 STF3,$42273
"Houlton town, Aroostook County,Maine",Town,2000,P53 STF3,$26212
"Howland town, Penobscot County,Maine",Town,2000,P53 STF3,$29213
"Hudson town, Penobscot County,Maine",Town,2000,P53 STF3,$38594
"Industry town, Franklin County,Maine",Town,2000,P53 STF3,$32292
"Island Falls town, Aroostook County,Maine",Town,2000,P53 STF3,$27083
"Isle au Haut town, Knox County,Maine",Town,2000,P53 STF3,$25000
"Islesboro town, Waldo County,Maine",Town,2000,P53 STF3,$39643
"Jackman town, Somerset County,Maine",Town,2000,P53 STF3,$29615
"Jackson town, Waldo County,Maine",Town,2000,P53 STF3,$26705
"Jay town, Franklin County,Maine",Town,2000,P53 STF3,$36746
"Jefferson town, Lincoln County,Maine",Town,2000,P53 STF3,$42311
"Jonesboro town, Washington County,Maine",Town,2000,P53 STF3,$27639
"Jonesport town, Washington County,Maine",Town,2000,P53 STF3,$23224
"Kenduskeag town, Penobscot County,Maine",Town,2000,P53 STF3,$34632
"Kennebunk town, York County, Maine",Town,2000,P53 STF3,$50914
"Kennebunkport town, York County, Maine",Town,2000,P53 STF3,$54219
"Kingfield town, Franklin County,Maine",Town,2000,P53 STF3,$29250
"Kingman UT, Penobscot County,Maine",Town,2000,P53 STF3,$21875
"Kingsbury plantation, Piscataquis County,Maine",Town,2000,P53 STF3,$0
"Kittery town, York County, Maine",Town,2000,P53 STF3,$45822
"Knox town, Waldo County,Maine",Town,2000,P53 STF3,$33333
"Lagrange town, Penobscot County,Maine",Town,2000,P53 STF3,$33295
