Place,Geo,Date,Source,Median Income
"Lake View plantation, Piscataquis County,Maine",Town,2000,P53 STF3,$18125
"Lakeville town, Penobscot County,Maine",Town,2000,P53 STF3,$15625
"Lamoine town, Hancock County,Maine",Town,2000,P53 STF3,$39783
"Lebanon town, York County, Maine",Town,2000,P53 STF3,$40021
"Lee town, Penobscot County,Maine",Town,2000,P53 STF3,$34519
"Leeds town, Androscoggin County,Maine",Town,2000,P53 STF3,$37993
"Levant town, Penobscot County,Maine",Town,2000,P53 STF3,$41290
"Lewiston city, Androscoggin County,Maine",Town,2000,P53 STF3,$29191
"Liberty town, Waldo County,Maine",Town,2000,P53 STF3,$34583
"Limerick town, York County, Maine",Town,2000,P53 STF3,$40845
"Limestone town, Aroostook County,Maine",Town,2000,P53 STF3,$35313
"Limington town, York County, Maine",Town,2000,P53 STF3,$42023
"Lincoln plantation, Oxford County,Maine",Town,2000,P53 STF3,$26750
"Lincoln town, Penobscot County,Maine",Town,2000,P53 STF3,$30823
"Lincolnville town, Waldo County,Maine",Town,2000,P53 STF3,$42273
"Linneus town, Aroostook County,Maine",Town,2000,P53 STF3,$29808
"Lisbon town, Androscoggin County,Maine",Town,2000,P53 STF3,$38115
"Litchfield town, Kennebec County,Maine",Town,2000,P53 STF3,$41096
"Littleton town, Aroostook County,Maine",Town,2000,P53 STF3,$31172
"Livermore Falls town, Androscoggin County,Maine",Town,2000,P53 STF3,$30102
"Livermore town, Androscoggin County,Maine",Town,2000,P53 STF3,$38850
"Long Island town, Cumberland County,Maine",Town,2000,P53 STF3,$35833
"Lovell town, Oxford County,Maine",Town,2000,P53 STF3,$33365
"Lowell town, Penobscot County,Maine",Town,2000,P53 STF3,$31500
"Lubec town, Washington County,Maine",Town,2000,P53 STF3,$20565
"Ludlow town, Aroostook County,Maine",Town,2000,P53 STF3,$23594
"Lyman town, York County, Maine",Town,2000,P53 STF3,$47860
"Machias town, Washington County,Maine",Town,2000,P53 STF3,$24318
"Machiasport town, Washington County,Maine",Town,2000,P53 STF3,$29531
"Macwahoc plantation, Aroostook County,Maine",Town,2000,P53 STF3,$23750
"Madawaska town, Aroostook County,Maine",Town,2000,P53 STF3,$30994
"Madison town, Somerset County,Maine",Town,2000,P53 STF3,$30528
"Madrid town, Franklin County,Maine",Town,2000,P53 STF3,$22292
"Magalloway plantation, Oxford County,Maine",Town,2000,P53 STF3,$33750
"Manchester town, Kennebec County,Maine",Town,2000,P53 STF3,$52500
"Mapleton town, Aroostook County,Maine",Town,2000,P53 STF3,$36188
"Mariaville town, Hancock County,Maine",Town,2000,P53 STF3,$31250
"Mars Hill town, Aroostook County,Maine",Town,2000,P53 STF3,$24083
"Marshfield town, Washington County,Maine",Town,2000,P53 STF3,$36458
"Masardis town, Aroostook County,Maine",Town,2000,P53 STF3,$30625
"Matinicus Isle plantation, Knox County,Maine",Town,2000,P53 STF3,$32500
"Mattawamkeag town, Penobscot County,Maine",Town,2000,P53 STF3,$23403
"Maxfield town, Penobscot County,Maine",Town,2000,P53 STF3,$15000
"Mechanic Falls town, Androscoggin County,Maine",Town,2000,P53 STF3,$34864
"Meddybemps town, Washington County,Maine",Town,2000,P53 STF3,$35625
"Medford town, Piscataquis County,Maine",Town,2000,P53 STF3,$28750
"Medway town, Penobscot County,Maine",Town,2000,P53 STF3,$33646
"Mercer town, Somerset County,Maine",Town,2000,P53 STF3,$37500
"Merrill town, Aroostook County,Maine",Town,2000,P53 STF3,$26806
"Mexico town, Oxford County,Maine",Town,2000,P53 STF3,$27406
"Milbridge town, Washington County,Maine",Town,2000,P53 STF3,$22371
"Milford town, Penobscot County,Maine",Town,2000,P53 STF3,$39500
"Millinocket town, Penobscot County,Maine",Town,2000,P53 STF3,$29318
"Milo town, Piscataquis County,Maine",Town,2000,P53 STF3,$24432
"Milton UT, Oxford County,Maine",Town,2000,P53 STF3,$33750
"Minot town, Androscoggin County,Maine",Town,2000,P53 STF3,$47557
"Monhegan plantation, Lincoln County,Maine",Town,2000,P53 STF3,$26250
"Monmouth town, Kennebec County,Maine",Town,2000,P53 STF3,$43906
"Monroe town, Waldo County,Maine",Town,2000,P53 STF3,$32250
"Monson town, Piscataquis County,Maine",Town,2000,P53 STF3,$26964
"Monticello town, Aroostook County,Maine",Town,2000,P53 STF3,$23566
"Montville town, Waldo County,Maine",Town,2000,P53 STF3,$32434
"Moose River town, Somerset County,Maine",Town,2000,P53 STF3,$31042
"Moro plantation, Aroostook County,Maine",Town,2000,P53 STF3,$41875
"Morrill town, Waldo County,Maine",Town,2000,P53 STF3,$34583
"Moscow town, Somerset County,Maine",Town,2000,P53 STF3,$26467
"Mount Chase town, Penobscot County,Maine",Town,2000,P53 STF3,$26705
"Mount Desert town, Hancock County,Maine",Town,2000,P53 STF3,$41321
"Mount Vernon town, Kennebec County,Maine",Town,2000,P53 STF3,$39779
"Naples town, Cumberland County,Maine",Town,2000,P53 STF3,$38141
"Nashville plantation, Aroostook County,Maine",Town,2000,P53 STF3,$36875
"New Canada town, Aroostook County,Maine",Town,2000,P53 STF3,$38000
"New Gloucester town, Cumberland County,Maine",Town,2000,P53 STF3,$49599
"New Limerick town, Aroostook County,Maine",Town,2000,P53 STF3,$29286
"New Portland town, Somerset County,Maine",Town,2000,P53 STF3,$30521
"New Sharon town, Franklin County,Maine",Town,2000,P53 STF3,$33083
"New Sweden town, Aroostook County,Maine",Town,2000,P53 STF3,$29625
"New Vineyard town, Franklin County,Maine",Town,2000,P53 STF3,$29688
"Newburgh town, Penobscot County,Maine",Town,2000,P53 STF3,$39850
"Newcastle town, Lincoln County,Maine",Town,2000,P53 STF3,$43000
"Newfield town, York County, Maine",Town,2000,P53 STF3,$38654
"Newport town, Penobscot County,Maine",Town,2000,P53 STF3,$30056
"Newry town, Oxford County,Maine",Town,2000,P53 STF3,$42321
"Nobleboro town, Lincoln County,Maine",Town,2000,P53 STF3,$39805
"Norridgewock town, Somerset County,Maine",Town,2000,P53 STF3,$35679
"North Berwick town, York County, Maine",Town,2000,P53 STF3,$46883
"North Franklin UT, Franklin County,Maine",Town,2000,P53 STF3,$26250
"North Haven town, Knox County,Maine",Town,2000,P53 STF3,$40446
"North Oxford UT, Oxford County,Maine",Town,2000,P53 STF3,$45625
"North Penobscot UT, Penobscot County,Maine",Town,2000,P53 STF3,$37917
"North Washington UT, Washington County,Maine",Town,2000,P53 STF3,$29135
"North Yarmouth town, Cumberland County,Maine",Town,2000,P53 STF3,$60850
"Northeast Piscataquis UT, Piscataquis County,Maine",Town,2000,P53 STF3,$31250
"Northeast Somerset UT, Somerset County,Maine",Town,2000,P53 STF3,$20917
"Northfield town, Washington County,Maine",Town,2000,P53 STF3,$36250
"Northport town, Waldo County,Maine",Town,2000,P53 STF3,$39435
"Northwest Aroostook UT, Aroostook County,Maine",Town,2000,P53 STF3,$22250
"Northwest Hancock UT, Hancock County,Maine",Town,2000,P53 STF3,$0
"Northwest Piscataquis UT, Piscataquis County,Maine",Town,2000,P53 STF3,$37500
"Northwest Somerset UT, Somerset County,Maine",Town,2000,P53 STF3,$31875
"Norway town, Oxford County,Maine",Town,2000,P53 STF3,$28497
"Oakfield town, Aroostook County,Maine",Town,2000,P53 STF3,$25859
"Oakland town, Kennebec County,Maine",Town,2000,P53 STF3,$34934
"Ogunquit town, York County, Maine",Town,2000,P53 STF3,$47727
"Old Orchard Beach town, York County, Maine",Town,2000,P53 STF3,$36568
"Old Town city, Penobscot County,Maine",Town,2000,P53 STF3,$29886
"Orient town, Aroostook County,Maine",Town,2000,P53 STF3,$19750
"Orland town, Hancock County,Maine",Town,2000,P53 STF3,$39345
"Orono town, Penobscot County,Maine",Town,2000,P53 STF3,$30619
"Orrington town, Penobscot County,Maine",Town,2000,P53 STF3,$44327
"Osborn town, Hancock County,Maine",Town,2000,P53 STF3,$33750
"Otis town, Hancock County,Maine",Town,2000,P53 STF3,$36250
"Otisfield town, Oxford County,Maine",Town,2000,P53 STF3,$43304
"Owls Head town, Knox County,Maine",Town,2000,P53 STF3,$40107
"Oxbow plantation, Aroostook County,Maine",Town,2000,P53 STF3,$33333
"Oxford town, Oxford County,Maine",Town,2000,P53 STF3,$36670
"Palermo town, Waldo County,Maine",Town,2000,P53 STF3,$34375
"Palmyra town, Somerset County,Maine",Town,2000,P53 STF3,$31287
"Paris town, Oxford County,Maine",Town,2000,P53 STF3,$33625
"Parkman town, Piscataquis County,Maine",Town,2000,P53 STF3,$28355
"Parsonsfield town, York County, Maine",Town,2000,P53 STF3,$32214
"Passadumkeag town, Penobscot County,Maine",Town,2000,P53 STF3,$35250
"Passamaquoddy Indian Township Reservation, Washington County,Maine",Town,2000,P53 STF3,$23125
"Passamaquoddy Pleasant Point Reservation, Washington County,Maine",Town,2000,P53 STF3,$15956
"Patten town, Penobscot County,Maine",Town,2000,P53 STF3,$26900
"Pembroke town, Washington County,Maine",Town,2000,P53 STF3,$23365
"Penobscot Indian Island Reservation, Aroostook County,Maine",Town,2000,P53 STF3,$0
"Penobscot Indian Island Reservation, Penobscot County,Maine",Town,2000,P53 STF3,$24653
"Penobscot town, Hancock County,Maine",Town,2000,P53 STF3,$37232
"Perham town, Aroostook County,Maine",Town,2000,P53 STF3,$25962
"Perkins UT, Sagadahoc County,Maine",Town,2000,P53 STF3,$0
"Perry town, Washington County,Maine",Town,2000,P53 STF3,$27788
"Peru town, Oxford County,Maine",Town,2000,P53 STF3,$38083
"Phillips town, Franklin County,Maine",Town,2000,P53 STF3,$30579
"Phippsburg town, Sagadahoc County,Maine",Town,2000,P53 STF3,$46739
"Pittsfield town, Somerset County,Maine",Town,2000,P53 STF3,$32868
"Pittston town, Kennebec County,Maine",Town,2000,P53 STF3,$39609
"Pleasant Ridge plantation, Somerset County,Maine",Town,2000,P53 STF3,$19464
"Plymouth town, Penobscot County,Maine",Town,2000,P53 STF3,$32768
"Poland town, Androscoggin County,Maine",Town,2000,P53 STF3,$47824
"Portage Lake town, Aroostook County,Maine",Town,2000,P53 STF3,$32232
"Porter town, Oxford County,Maine",Town,2000,P53 STF3,$33802
"Portland city, Cumberland County,Maine",Town,2000,P53 STF3,$35650
"Pownal town, Cumberland County,Maine",Town,2000,P53 STF3,$54219
"Prentiss UT, Penobscot County,Maine",Town,2000,P53 STF3,$15938
"Presque Isle city, Aroostook County,Maine",Town,2000,P53 STF3,$29325
"Princeton town, Washington County,Maine",Town,2000,P53 STF3,$28603
"Prospect town, Waldo County,Maine",Town,2000,P53 STF3,$36607
"Randolph town, Kennebec County,Maine",Town,2000,P53 STF3,$31046
"Rangeley plantation, Franklin County,Maine",Town,2000,P53 STF3,$34167
"Rangeley town, Franklin County,Maine",Town,2000,P53 STF3,$33382
"Raymond town, Cumberland County,Maine",Town,2000,P53 STF3,$52224
"Readfield town, Kennebec County,Maine",Town,2000,P53 STF3,$48893
"Reed plantation, Aroostook County,Maine",Town,2000,P53 STF3,$21979
"Richmond town, Sagadahoc County,Maine",Town,2000,P53 STF3,$36654
"Ripley town, Somerset County,Maine",Town,2000,P53 STF3,$35250
"Robbinston town, Washington County,Maine",Town,2000,P53 STF3,$33250
"Rockland city, Knox County,Maine",Town,2000,P53 STF3,$30209
"Rockport town, Knox County,Maine",Town,2000,P53 STF3,$47155
"Rome town, Kennebec County,Maine",Town,2000,P53 STF3,$42344
"Roque Bluffs town, Washington County,Maine",Town,2000,P53 STF3,$21500
"Roxbury town, Oxford County,Maine",Town,2000,P53 STF3,$41750
"Rumford town, Oxford County,Maine",Town,2000,P53 STF3,$27639
"Sabattus town, Androscoggin County,Maine",Town,2000,P53 STF3,$41897
"Saco city, York County, Maine",Town,2000,P53 STF3,$45105
"Sandy River plantation, Franklin County,Maine",Town,2000,P53 STF3,$31875
"Sanford town, York County, Maine",Town,2000,P53 STF3,$34668
"Sangerville town, Piscataquis County,Maine",Town,2000,P53 STF3,$28036
"Scarborough town, Cumberland County,Maine",Town,2000,P53 STF3,$56491
"Searsmont town, Waldo County,Maine",Town,2000,P53 STF3,$36708
"Searsport town, Waldo County,Maine",Town,2000,P53 STF3,$31288
"Sebago town, Cumberland County,Maine",Town,2000,P53 STF3,$40391
"Sebec town, Piscataquis County,Maine",Town,2000,P53 STF3,$33125
"Seboeis plantation, Penobscot County,Maine",Town,2000,P53 STF3,$38750
"Seboomook Lake UT, Somerset County,Maine",Town,2000,P53 STF3,$49167
"Sedgwick town, Hancock County,Maine",Town,2000,P53 STF3,$35000
"Shapleigh town, York County, Maine",Town,2000,P53 STF3,$42026
"Sherman town, Aroostook County,Maine",Town,2000,P53 STF3,$27574
"Shirley town, Piscataquis County,Maine",Town,2000,P53 STF3,$27708
"Sidney town, Kennebec County,Maine",Town,2000,P53 STF3,$42500
"Skowhegan town, Somerset County,Maine",Town,2000,P53 STF3,$28390
"Smithfield town, Somerset County,Maine",Town,2000,P53 STF3,$37045
"Smyrna town, Aroostook County,Maine",Town,2000,P53 STF3,$25625
"Solon town, Somerset County,Maine",Town,2000,P53 STF3,$27266
"Somerville town, Lincoln County,Maine",Town,2000,P53 STF3,$37125
"Sorrento town, Hancock County,Maine",Town,2000,P53 STF3,$42125
"South Aroostook UT, Aroostook County,Maine",Town,2000,P53 STF3,$28750
"South Berwick town, York County, Maine",Town,2000,P53 STF3,$53201
"South Bristol town, Lincoln County,Maine",Town,2000,P53 STF3,$38636
"South Franklin UT, Franklin County,Maine",Town,2000,P53 STF3,$24167
"South Oxford UT, Oxford County,Maine",Town,2000,P53 STF3,$40750
"South Portland city, Cumberland County,Maine",Town,2000,P53 STF3,$42770
"South Thomaston town, Knox County,Maine",Town,2000,P53 STF3,$43594
"Southeast Piscataquis UT, Piscataquis County,Maine",Town,2000,P53 STF3,$28036
"Southport town, Lincoln County,Maine",Town,2000,P53 STF3,$38125
"Southwest Harbor town, Hancock County,Maine",Town,2000,P53 STF3,$36555
"Springfield town, Penobscot County,Maine",Town,2000,P53 STF3,$26875
"Square Lake UT, Aroostook County,Maine",Town,2000,P53 STF3,$27692
"St. Agatha town, Aroostook County,Maine",Town,2000,P53 STF3,$30833
"St. Albans town, Somerset County,Maine",Town,2000,P53 STF3,$28306
"St. Francis town, Aroostook County,Maine",Town,2000,P53 STF3,$25125
"St. George town, Knox County,Maine",Town,2000,P53 STF3,$41211
"St. John plantation, Aroostook County,Maine",Town,2000,P53 STF3,$27250
"Stacyville town, Penobscot County,Maine",Town,2000,P53 STF3,$26667
"Standish town, Cumberland County,Maine",Town,2000,P53 STF3,$50278
"Starks town, Somerset County,Maine",Town,2000,P53 STF3,$30313
"Stetson town, Penobscot County,Maine",Town,2000,P53 STF3,$30606
"Steuben town, Washington County,Maine",Town,2000,P53 STF3,$25208
"Stockholm town, Aroostook County,Maine",Town,2000,P53 STF3,$31563
"Stockton Springs town, Waldo County,Maine",Town,2000,P53 STF3,$37050
"Stoneham town, Oxford County,Maine",Town,2000,P53 STF3,$38611
"Stonington town, Hancock County,Maine",Town,2000,P53 STF3,$28894
"Stow town, Oxford County,Maine",Town,2000,P53 STF3,$27125
"Strong town, Franklin County,Maine",Town,2000,P53 STF3,$30568
"Sullivan town, Hancock County,Maine",Town,2000,P53 STF3,$31509
"Sumner town, Oxford County,Maine",Town,2000,P53 STF3,$39196
"Surry town, Hancock County,Maine",Town,2000,P53 STF3,$36932
"Swans Island town, Hancock County,Maine",Town,2000,P53 STF3,$28438
"Swanville town, Waldo County,Maine",Town,2000,P53 STF3,$31417
"Sweden town, Oxford County,Maine",Town,2000,P53 STF3,$30781
"Talmadge town, Washington County,Maine",Town,2000,P53 STF3,$29583
"Temple town, Franklin County,Maine",Town,2000,P53 STF3,$33750
"The Forks plantation, Somerset County,Maine",Town,2000,P53 STF3,$37083
"Thomaston town, Knox County,Maine",Town,2000,P53 STF3,$33306
"Thorndike town, Waldo County,Maine",Town,2000,P53 STF3,$26786
"Topsfield town, Washington County,Maine",Town,2000,P53 STF3,$26250
"Topsham town, Sagadahoc County,Maine",Town,2000,P53 STF3,$47682
"Tremont town, Hancock County,Maine",Town,2000,P53 STF3,$36750
"Trenton town, Hancock County,Maine",Town,2000,P53 STF3,$34808
"Troy town, Waldo County,Maine",Town,2000,P53 STF3,$30052
"Turner town, Androscoggin County,Maine",Town,2000,P53 STF3,$46207
"Twombly UT, Penobscot County,Maine",Town,2000,P53 STF3,$0
"Union town, Knox County,Maine",Town,2000,P53 STF3,$37679
"Unity town, Waldo County,Maine",Town,2000,P53 STF3,$26927
"Unity UT, Kennebec County,Maine",Town,2000,P53 STF3,$17917
"Upton town, Oxford County,Maine",Town,2000,P53 STF3,$35000
"Van Buren town, Aroostook County,Maine",Town,2000,P53 STF3,$20038
"Vanceboro town, Washington County,Maine",Town,2000,P53 STF3,$17386
"Vassalboro town, Kennebec County,Maine",Town,2000,P53 STF3,$37923
"Veazie town, Penobscot County,Maine",Town,2000,P53 STF3,$44519
"Verona town, Hancock County,Maine",Town,2000,P53 STF3,$41827
"Vienna town, Kennebec County,Maine",Town,2000,P53 STF3,$36985
"Vinalhaven town, Knox County,Maine",Town,2000,P53 STF3,$34087
"Wade town, Aroostook County,Maine",Town,2000,P53 STF3,$34375
"Waite town, Washington County,Maine",Town,2000,P53 STF3,$35417
"Waldo town, Waldo County,Maine",Town,2000,P53 STF3,$29063
"Waldoboro town, Lincoln County,Maine",Town,2000,P53 STF3,$34830
"Wales town, Androscoggin County,Maine",Town,2000,P53 STF3,$44444
"Wallagrass town, Aroostook County,Maine",Town,2000,P53 STF3,$29464
"Waltham town, Hancock County,Maine",Town,2000,P53 STF3,$39167
"Warren town, Knox County,Maine",Town,2000,P53 STF3,$35662
"Washburn town, Aroostook County,Maine",Town,2000,P53 STF3,$30338
"Washington town, Knox County,Maine",Town,2000,P53 STF3,$35492
"Waterboro town, York County, Maine",Town,2000,P53 STF3,$43234
"Waterford town, Oxford County,Maine",Town,2000,P53 STF3,$31458
"Waterville city, Kennebec County,Maine",Town,2000,P53 STF3,$26816
"Wayne town, Kennebec County,Maine",Town,2000,P53 STF3,$45625
"Webster plantation, Penobscot County,Maine",Town,2000,P53 STF3,$19583
"Weld town, Franklin County,Maine",Town,2000,P53 STF3,$37250
"Wellington town, Piscataquis County,Maine",Town,2000,P53 STF3,$17083
"Wells town, York County, Maine",Town,2000,P53 STF3,$46314
"Wesley town, Washington County,Maine",Town,2000,P53 STF3,$21667
"West Bath town, Sagadahoc County,Maine",Town,2000,P53 STF3,$45326
"West Central Franklin UT, Franklin County,Maine",Town,2000,P53 STF3,$0
"West Forks plantation, Somerset County,Maine",Town,2000,P53 STF3,$39167
"West Gardiner town, Kennebec County,Maine",Town,2000,P53 STF3,$45434
"West Paris town, Oxford County,Maine",Town,2000,P53 STF3,$30000
"Westbrook city, Cumberland County,Maine",Town,2000,P53 STF3,$37873
"Westfield town, Aroostook County,Maine",Town,2000,P53 STF3,$27083
"Westmanland town, Aroostook County,Maine",Town,2000,P53 STF3,$30750
"Weston town, Aroostook County,Maine",Town,2000,P53 STF3,$21429
"Westport town, Lincoln County,Maine",Town,2000,P53 STF3,$39010
"Whitefield town, Lincoln County,Maine",Town,2000,P53 STF3,$38477
"Whiting town, Washington County,Maine",Town,2000,P53 STF3,$28304
"Whitney UT, Penobscot County,Maine",Town,2000,P53 STF3,$0
"Whitneyville town, Washington County,Maine",Town,2000,P53 STF3,$30000
"Willimantic town, Piscataquis County,Maine",Town,2000,P53 STF3,$26250
"Wilton town, Franklin County,Maine",Town,2000,P53 STF3,$34563
"Windham town, Cumberland County,Maine",Town,2000,P53 STF3,$46526
"Windsor town, Kennebec County,Maine",Town,2000,P53 STF3,$40039
"Winn town, Penobscot County,Maine",Town,2000,P53 STF3,$28409
"Winslow town, Kennebec County,Maine",Town,2000,P53 STF3,$39580
"Winter Harbor town, Hancock County,Maine",Town,2000,P53 STF3,$28571
"Winterport town, Waldo County,Maine",Town,2000,P53 STF3,$40776
"Winterville plantation, Aroostook County,Maine",Town,2000,P53 STF3,$27917
"Winthrop town, Kennebec County,Maine",Town,2000,P53 STF3,$41733
"Wiscasset town, Lincoln County,Maine",Town,2000,P53 STF3,$37378
"Woodland town, Aroostook County,Maine",Town,2000,P53 STF3,$28929
"Woodstock town, Oxford County,Maine",Town,2000,P53 STF3,$35642
"Woodville town, Penobscot County,Maine",Town,2000,P53 STF3,$35625
"Woolwich town, Sagadahoc County,Maine",Town,2000,P53 STF3,$41741
"Wyman UT, Franklin County,Maine",Town,2000,P53 STF3,$26875
"Yarmouth town, Cumberland County,Maine",Town,2000,P53 STF3,$58030
"York town, York County, Maine",Town,2000,P53 STF3,$56171
Maine,State,2007,ACS B19013,$45211
"Androscoggin County, Maine",County,2007,ACS B19013,$42725
"Aroostook County, Maine",County,2007,ACS B19013,$34225
"Cumberland County, Maine",County,2007,ACS B19013,$53768
"Franklin County, Maine",County,2007,ACS B19013,$38975
"Hancock County, Maine",County,2007,ACS B19013,$45822
"Kennebec County, Maine",County,2007,ACS B19013,$45248
"Knox County, Maine",County,2007,ACS B19013,$42495
"Lincoln County, Maine",County,2007,ACS B19013,$45620
"Oxford County, Maine",County,2007,ACS B19013,$37175
"Penobscot County, Maine",County,2007,ACS B19013,$41336
"Sagadahoc County, Maine",County,2007,ACS B19013,$52569
"Somerset County, Maine",County,2007,ACS B19013,$36154
"Waldo County, Maine",County,2007,ACS B19013,$40470
"Washington County, Maine",County,2007,ACS B19013,$33171
"York County, Maine",County,2007,ACS B19013,$52726
"Auburn city, Androscoggin County, Maine",Town,2007,ACS B19013,$36507
"Lewiston city, Androscoggin County, Maine",Town,2007,ACS B19013,$36964
"Brunswick town, Cumberland County, Maine",Town,2007,ACS B19013,$49786
"Portland city, Cumberland County, Maine",Town,2007,ACS B19013,$42830
"South Portland city, Cumberland County, Maine",Town,2007,ACS B19013,$49743
"Bangor city, Penobscot County, Maine",Town,2007,ACS B19013,$37195
"Biddeford city, York County, Maine",Town,2007,ACS B19013,$42169
"Sanford town, York County, Maine",Town,2007,ACS B19013,$45557
